timestamp_wib,tick,intersectionId,approach,vehicle_count_1min,volume_veh_per_hour,avg_speed_kmh,queue_length_veh,wait_time_min,green_seconds,density_percent,weather_condition,weather_temp_c,accident_count,roadwork_flag,event_flag,target_volume_15m,target_volume_2h,target_volume_4h
2026-02-23T00:06:00+07:00,6,SUR-4092,W,5,300.46,59.57,0,0.0,20,0.0,Hot,36.8,0,0,0,294.25,303.5,283.18
2026-02-23T00:07:00+07:00,7,SUR-4092,N,9,540.16,59.84,0,0.0,29,0.0,Hot,37.0,0,0,0,664.45,520.68,454.42
2026-02-23T00:07:00+07:00,7,SUR-4092,E,5,329.4,60.0,0,0.0,20,0.0,Hot,37.0,0,0,0,284.66,250.22,301.67
2026-02-23T00:07:00+07:00,7,SUR-4092,S,8,500.56,59.43,0,0.0,27,0.24,Hot,37.0,0,0,0,550.65,496.53,699.14
2026-02-23T00:07:00+07:00,7,SUR-4092,W,5,311.75,58.3,0,0.0,20,0.88,Hot,37.0,0,0,0,288.88,277.96,311.24
2026-02-23T00:08:00+07:00,8,SUR-4092,N,10,606.27,55.47,0,0.0,32,1.29,Hot,37.2,0,0,0,587.34,386.55,532.54
2026-02-23T00:08:00+07:00,8,SUR-4092,E,5,305.89,56.6,0,0.0,20,0.0,Hot,37.2,0,0,0,330.77,247.41,283.77
2026-02-23T00:08:00+07:00,8,SUR-4092,S,9,535.22,58.2,0,0.0,28,0.0,Hot,37.2,0,0,0,570.88,382.06,602.0
2026-02-23T00:08:00+07:00,8,SUR-4092,W,4,263.8,60.0,0,0.0,20,0.0,Hot,37.2,0,0,0,238.26,259.84,266.93
2026-02-23T00:09:00+07:00,9,SUR-4092,N,8,496.97,60.0,0,0.0,27,0.0,Hot,37.4,0,0,0,532.91,486.37,604.35
2026-02-23T00:09:00+07:00,9,SUR-4092,E,5,295.96,60.0,0,0.0,20,0.24,Hot,37.4,0,0,0,328.28,273.78,328.05
2026-02-23T00:09:00+07:00,9,SUR-4092,S,9,568.15,55.72,0,0.0,31,0.94,Hot,37.4,0,0,0,484.39,484.66,594.2
2026-02-23T00:09:00+07:00,9,SUR-4092,W,5,302.44,58.7,0,0.0,20,0.0,Hot,37.4,0,0,0,249.31,258.68,307.83
2026-02-23T00:10:00+07:00,10,SUR-4092,N,10,589.22,60.0,0,0.0,32,0.0,Hot,37.2,0,0,0,581.23,458.15,556.11
2026-02-23T00:10:00+07:00,10,SUR-4092,E,4,257.11,55.71,0,0.0,20,0.73,Hot,37.2,0,0,0,326.47,288.96,270.51
2026-02-23T00:10:00+07:00,10,SUR-4092,S,9,534.26,59.64,0,0.0,29,0.0,Hot,37.2,0,0,0,564.67,560.82,618.62
2026-02-23T00:10:00+07:00,10,SUR-4092,W,4,266.51,60.0,0,0.0,20,0.02,Hot,37.2,0,0,0,300.88,261.88,302.89
2026-02-23T00:11:00+07:00,11,SUR-4092,N,10,590.83,57.48,0,0.0,30,0.0,Hot,37.1,0,0,0,499.74,458.1,671.88
2026-02-23T00:11:00+07:00,11,SUR-4092,E,5,294.27,60.0,0,0.0,20,0.0,Hot,37.1,0,0,0,268.1,272.3,316.07
2026-02-23T00:11:00+07:00,11,SUR-4092,S,10,603.2,58.01,0,0.0,31,0.0,Hot,37.1,0,0,0,619.99,440.34,498.77
2026-02-23T00:11:00+07:00,11,SUR-4092,W,5,276.0,59.8,0,0.0,20,0.0,Hot,37.1,0,0,0,234.84,252.38,356.7
2026-02-23T00:12:00+07:00,12,SUR-4092,N,8,469.94,57.93,0,0.0,27,0.0,Hot,36.6,0,0,0,594.67,526.74,586.02
2026-02-23T00:12:00+07:00,12,SUR-4092,E,4,245.88,58.35,0,0.0,20,1.95,Hot,36.6,0,0,0,324.12,271.49,270.7
2026-02-23T00:12:00+07:00,12,SUR-4092,S,10,585.4,56.08,0,0.0,34,0.0,Hot,36.6,0,0,0,548.24,524.79,629.06
2026-02-23T00:12:00+07:00,12,SUR-4092,W,4,248.95,57.94,0,0.0,20,1.11,Hot,36.6,0,0,0,255.97,272.53,310.81
2026-02-23T00:13:00+07:00,13,SUR-4092,N,8,496.02,57.73,0,0.0,29,1.26,Hot,36.8,0,0,0,564.67,477.43,493.91
2026-02-23T00:13:00+07:00,13,SUR-4092,E,5,272.41,54.25,0,0.0,20,0.0,Hot,36.8,0,0,0,286.95,256.85,242.07
2026-02-23T00:13:00+07:00,13,SUR-4092,S,8,494.92,59.29,0,0.0,29,0.65,Hot,36.8,0,0,0,727.35,450.88,627.88
2026-02-23T00:13:00+07:00,13,SUR-4092,W,4,267.94,56.91,0,0.0,20,0.36,Hot,36.8,0,0,0,342.2,272.85,202.21
2026-02-23T00:14:00+07:00,14,SUR-4092,N,9,518.77,60.0,0,0.0,30,0.35,Hot,37.0,0,0,0,579.76,503.2,634.53
2026-02-23T00:14:00+07:00,14,SUR-4092,E,4,230.83,58.65,0,0.0,20,0.03,Hot,37.0,0,0,0,319.72,209.27,280.0
2026-02-23T00:14:00+07:00,14,SUR-4092,S,9,563.43,58.91,0,0.0,32,2.4,Hot,37.0,0,0,0,509.73,460.76,596.03
2026-02-23T00:14:00+07:00,14,SUR-4092,W,4,261.55,60.0,0,0.0,20,0.0,Hot,37.0,0,0,0,257.38,265.76,320.0
2026-02-23T00:15:00+07:00,15,SUR-4092,N,8,489.99,60.0,0,0.0,26,1.25,Hot,36.9,0,0,0,499.82,532.58,653.1
2026-02-23T00:15:00+07:00,15,SUR-4092,E,5,285.31,60.0,0,0.0,20,0.54,Hot,36.9,0,0,0,276.14,254.02,317.29
2026-02-23T00:15:00+07:00,15,SUR-4092,S,10,573.35,60.0,0,0.0,31,2.19,Hot,36.9,0,0,0,440.78,544.3,723.22
2026-02-23T00:15:00+07:00,15,SUR-4092,W,5,324.85,59.17,0,0.0,20,0.0,Hot,36.9,0,0,0,230.13,260.64,267.07
2026-02-23T00:16:00+07:00,16,SUR-4092,N,9,515.72,60.0,0,0.0,30,0.95,Hot,36.9,0,0,0,753.33,558.0,595.22
2026-02-23T00:16:00+07:00,16,SUR-4092,E,4,248.24,60.0,0,0.0,20,0.0,Hot,36.9,0,0,0,240.03,250.13,254.38
2026-02-23T00:16:00+07:00,16,SUR-4092,S,9,532.47,54.44,0,0.0,31,0.0,Hot,36.9,0,0,0,533.92,480.43,642.11
2026-02-23T00:16:00+07:00,16,SUR-4092,W,4,233.16,58.48,0,0.0,20,0.0,Hot,36.9,0,0,0,290.75,258.98,250.79
2026-02-23T00:17:00+07:00,17,SUR-4092,N,10,579.62,56.44,0,0.0,27,0.62,Hot,36.9,0,0,0,544.44,615.5,553.22
2026-02-23T00:17:00+07:00,17,SUR-4092,E,5,307.39,59.03,0,0.0,20,0.0,Hot,36.9,0,0,0,247.04,274.07,230.14
2026-02-23T00:17:00+07:00,17,SUR-4092,S,12,692.44,60.0,0,0.0,32,0.0,Hot,36.9,0,0,0,509.13,577.9,545.47
2026-02-23T00:17:00+07:00,17,SUR-4092,W,6,376.96,58.24,0,0.0,20,0.4,Hot,36.9,0,0,0,216.03,297.28,255.44
2026-02-23T00:18:00+07:00,18,SUR-4092,N,8,504.11,55.48,0,0.0,29,1.6,Hot,36.9,0,0,0,546.72,449.3,566.2
2026-02-23T00:18:00+07:00,18,SUR-4092,E,4,265.38,56.35,0,0.0,20,0.24,Hot,36.9,0,0,0,290.16,280.47,287.9
2026-02-23T00:18:00+07:00,18,SUR-4092,S,9,517.57,60.0,0,0.0,30,0.0,Hot,36.9,0,0,0,527.09,433.25,656.06
2026-02-23T00:18:00+07:00,18,SUR-4092,W,5,274.58,58.06,0,0.0,20,0.0,Hot,36.9,0,0,0,269.64,234.05,292.86
2026-02-23T00:19:00+07:00,19,SUR-4092,N,7,446.34,59.18,0,0.0,25,0.2,Hot,36.9,0,0,0,511.4,445.89,448.45
2026-02-23T00:19:00+07:00,19,SUR-4092,E,4,263.0,58.49,0,0.0,20,1.47,Hot,36.9,0,0,0,323.71,251.26,284.77
2026-02-23T00:19:00+07:00,19,SUR-4092,S,9,554.99,59.32,0,0.0,31,0.0,Hot,36.9,0,0,0,615.13,523.78,591.99
2026-02-23T00:19:00+07:00,19,SUR-4092,W,6,338.55,58.83,0,0.0,20,0.0,Hot,36.9,0,0,0,270.7,261.17,248.63
2026-02-23T00:20:00+07:00,20,SUR-4092,N,8,493.91,58.95,0,0.0,26,1.26,Hot,37.0,0,0,0,547.25,545.4,616.74
2026-02-23T00:20:00+07:00,20,SUR-4092,E,4,254.99,57.02,0,0.0,20,0.0,Hot,37.0,0,0,0,204.56,258.82,307.66
2026-02-23T00:20:00+07:00,20,SUR-4092,S,12,701.28,58.89,0,0.0,37,1.4,Hot,37.0,0,0,0,575.03,470.88,506.6
2026-02-23T00:20:00+07:00,20,SUR-4092,W,4,251.77,58.46,0,0.0,20,0.58,Hot,37.0,0,0,0,272.83,251.4,299.59
2026-02-23T00:21:00+07:00,21,SUR-4092,N,9,548.1,58.76,0,0.0,30,0.0,Hot,36.6,0,0,0,499.3,502.3,543.59
2026-02-23T00:21:00+07:00,21,SUR-4092,E,5,277.93,59.99,0,0.0,20,0.0,Hot,36.6,0,0,0,255.51,193.6,310.5
2026-02-23T00:21:00+07:00,21,SUR-4092,S,9,514.71,58.49,0,0.0,28,0.0,Hot,36.6,0,0,0,501.79,461.92,601.77
2026-02-23T00:21:00+07:00,21,SUR-4092,W,5,294.25,57.77,0,0.0,20,0.26,Hot,36.6,0,0,0,263.46,250.55,316.21
2026-02-23T00:22:00+07:00,22,SUR-4092,N,11,664.45,60.0,0,0.0,33,1.96,Hot,36.2,0,0,0,535.82,521.27,649.45
2026-02-23T00:22:00+07:00,22,SUR-4092,E,5,284.66,60.0,0,0.0,20,0.33,Hot,36.2,0,0,0,247.17,259.88,265.62
2026-02-23T00:22:00+07:00,22,SUR-4092,S,9,550.65,60.0,0,0.0,28,0.0,Hot,36.2,0,0,0,408.36,511.93,460.42
2026-02-23T00:22:00+07:00,22,SUR-4092,W,5,288.88,58.8,0,0.0,20,1.66,Hot,36.2,0,0,0,268.9,258.84,348.45
2026-02-23T00:23:00+07:00,23,SUR-4092,N,10,587.34,60.0,0,0.0,31,0.0,Hot,36.1,0,0,0,513.63,518.34,568.27
2026-02-23T00:23:00+07:00,23,SUR-4092,E,6,330.77,60.0,0,0.0,20,2.48,Hot,36.1,0,0,0,226.03,280.15,275.93
2026-02-23T00:23:00+07:00,23,SUR-4092,S,10,570.88,58.5,0,0.0,30,2.59,Hot,36.1,0,0,0,496.67,546.82,686.85
2026-02-23T00:23:00+07:00,23,SUR-4092,W,4,238.26,58.94,0,0.0,20,0.0,Hot,36.1,0,0,0,299.08,246.79,257.05
2026-02-23T00:24:00+07:00,24,SUR-4092,N,9,532.91,55.25,0,0.0,30,0.96,Hot,36.3,0,0,0,625.73,534.37,652.3
2026-02-23T00:24:00+07:00,24,SUR-4092,E,5,328.28,60.0,0,0.0,20,0.0,Hot,36.3,0,0,0,272.35,241.29,301.01
2026-02-23T00:24:00+07:00,24,SUR-4092,S,8,484.39,59.58,0,0.0,27,0.0,Hot,36.3,0,0,0,568.85,560.77,622.53
2026-02-23T00:24:00+07:00,24,SUR-4092,W,4,249.31,59.53,0,0.0,20,0.0,Hot,36.3,0,0,0,249.51,262.15,284.86
2026-02-23T00:25:00+07:00,25,SUR-4092,N,10,581.23,60.0,0,0.0,29,0.0,Hot,36.1,0,0,0,566.02,443.73,627.17
2026-02-23T00:25:00+07:00,25,SUR-4092,E,5,326.47,58.81,0,0.0,20,0.0,Hot,36.1,0,0,0,252.8,247.44,295.56
2026-02-23T00:25:00+07:00,25,SUR-4092,S,9,564.67,60.0,0,0.0,29,0.0,Hot,36.1,0,0,0,590.17,501.63,530.91
2026-02-23T00:25:00+07:00,25,SUR-4092,W,5,300.88,59.53,0,0.0,20,0.0,Hot,36.1,0,0,0,282.03,211.92,296.39
2026-02-23T00:26:00+07:00,26,SUR-4092,N,8,499.74,57.91,0,0.0,28,0.05,Hot,36.4,0,0,0,444.67,491.87,617.8
2026-02-23T00:26:00+07:00,26,SUR-4092,E,4,268.1,60.0,0,0.0,20,0.0,Hot,36.4,0,0,0,242.63,247.43,331.7
2026-02-23T00:26:00+07:00,26,SUR-4092,S,10,619.99,56.62,0,0.0,34,0.0,Hot,36.4,0,0,0,611.28,446.08,594.92
2026-02-23T00:26:00+07:00,26,SUR-4092,W,4,234.84,57.31,0,0.0,20,1.5,Hot,36.4,0,0,0,278.51,199.48,376.48
2026-02-23T00:27:00+07:00,27,SUR-4092,N,10,594.67,60.0,0,0.0,31,0.0,Hot,36.4,0,0,0,475.77,470.13,605.56
2026-02-23T00:27:00+07:00,27,SUR-4092,E,5,324.12,59.93,0,0.0,20,0.36,Hot,36.4,0,0,0,268.41,263.33,323.86
2026-02-23T00:27:00+07:00,27,SUR-4092,S,9,548.24,60.0,0,0.0,29,0.26,Hot,36.4,0,0,0,589.18,540.18,610.52
2026-02-23T00:27:00+07:00,27,SUR-4092,W,4,255.97,60.0,0,0.0,20,0.0,Hot,36.4,0,0,0,277.62,271.68,338.42
2026-02-23T00:28:00+07:00,28,SUR-4092,N,9,564.67,58.31,0,0.0,26,0.0,Hot,36.7,0,0,0,617.79,516.78,537.23
2026-02-23T00:28:00+07:00,28,SUR-4092,E,5,286.95,60.0,0,0.0,20,0.0,Hot,36.7,0,0,0,194.66,215.99,269.51
2026-02-23T00:28:00+07:00,28,SUR-4092,S,12,727.35,59.81,0,0.0,34,0.0,Hot,36.7,0,0,0,480.74,497.81,521.48
2026-02-23T00:28:00+07:00,28,SUR-4092,W,6,342.2,60.0,0,0.0,20,0.0,Hot,36.7,0,0,0,277.07,270.06,327.04
2026-02-23T00:29:00+07:00,29,SUR-4092,N,10,579.76,60.0,0,0.0,31,0.0,Hot,36.5,0,0,0,481.99,501.5,528.25
2026-02-23T00:29:00+07:00,29,SUR-4092,E,5,319.72,59.7,0,0.0,20,0.0,Hot,36.5,0,0,0,283.98,282.01,256.05
2026-02-23T00:29:00+07:00,29,SUR-4092,S,8,509.73,58.08,0,0.0,28,0.0,Hot,36.5,0,0,0,583.78,637.51,603.83
2026-02-23T00:29:00+07:00,29,SUR-4092,W,4,257.38,57.34,0,0.0,20,0.0,Hot,36.5,0,0,0,265.95,319.59,315.2
2026-02-23T00:30:00+07:00,30,SUR-4092,N,8,499.82,59.01,0,0.0,31,3.19,Hot,36.4,0,0,0,507.97,435.32,534.66
2026-02-23T00:30:00+07:00,30,SUR-4092,E,5,276.14,60.0,0,0.0,20,0.0,Hot,36.4,0,0,0,270.62,243.63,252.88
2026-02-23T00:30:00+07:00,30,SUR-4092,S,7,440.78,60.0,0,0.0,27,0.0,Hot,36.4,0,0,0,579.52,543.53,659.42
2026-02-23T00:30:00+07:00,30,SUR-4092,W,4,230.13,53.41,0,0.0,20,2.76,Hot,36.4,0,0,0,225.86,255.54,306.86
2026-02-23T00:31:00+07:00,31,SUR-4092,N,13,753.33,57.1,0,0.0,37,2.59,Hot,36.6,0,0,0,530.0,748.99,519.82
2026-02-23T00:31:00+07:00,31,SUR-4092,E,4,240.03,59.15,0,0.0,20,0.0,Hot,36.6,0,0,0,284.94,304.5,264.09
2026-02-23T00:31:00+07:00,31,SUR-4092,S,9,533.92,57.19,0,0.0,26,0.0,Hot,36.6,0,0,0,518.15,650.57,512.13
2026-02-23T00:31:00+07:00,31,SUR-4092,W,5,290.75,58.24,0,0.0,20,1.17,Hot,36.6,0,0,0,299.98,276.75,248.3
2026-02-23T00:32:00+07:00,32,SUR-4092,N,9,544.44,56.57,0,0.0,32,0.0,Rain,27.4,0,0,0,504.7,460.24,603.28
2026-02-23T00:32:00+07:00,32,SUR-4092,E,4,247.04,52.3,0,0.0,20,0.0,Rain,27.4,0,0,0,196.52,214.63,302.56
2026-02-23T00:32:00+07:00,32,SUR-4092,S,8,509.13,50.28,0,0.0,30,0.35,Rain,27.4,0,0,0,617.05,503.66,611.63
2026-02-23T00:32:00+07:00,32,SUR-4092,W,4,216.03,51.19,0,0.0,20,0.0,Rain,27.4,0,0,0,244.51,340.74,272.4
2026-02-23T00:33:00+07:00,33,SUR-4092,N,9,546.72,54.75,0,0.0,30,0.08,Rain,27.4,0,0,0,418.01,524.43,451.23
2026-02-23T00:33:00+07:00,33,SUR-4092,E,5,290.16,56.0,0,0.0,20,0.0,Rain,27.4,0,0,0,234.06,312.48,285.77
2026-02-23T00:33:00+07:00,33,SUR-4092,S,9,527.09,54.6,0,0.0,29,0.0,Rain,27.4,0,0,0,544.74,639.42,562.02
2026-02-23T00:33:00+07:00,33,SUR-4092,W,4,269.64,55.43,0,0.0,20,0.47,Rain,27.4,0,0,0,274.99,273.66,269.15
2026-02-23T00:34:00+07:00,34,SUR-4092,N,9,511.4,54.73,0,0.0,27,0.0,Rain,27.5,0,0,0,488.15,504.45,501.98
2026-02-23T00:34:00+07:00,34,SUR-4092,E,5,323.71,53.68,0,0.0,20,0.0,Rain,27.5,0,0,0,272.98,297.05,286.44
2026-02-23T00:34:00+07:00,34,SUR-4092,S,10,615.13,52.88,0,0.0,32,1.79,Rain,27.5,0,0,0,561.03,611.07,582.2
2026-02-23T00:34:00+07:00,34,SUR-4092,W,5,270.7,53.6,0,0.0,20,0.39,Rain,27.5,0,0,0,263.01,266.04,221.65
2026-02-23T00:35:00+07:00,35,SUR-4092,N,9,547.25,55.31,0,0.0,31,0.0,Rain,27.0,0,0,0,506.29,678.1,533.43
2026-02-23T00:35:00+07:00,35,SUR-4092,E,3,204.56,54.97,0,0.0,20,0.0,Rain,27.0,0,0,0,264.83,258.67,279.13
2026-02-23T00:35:00+07:00,35,SUR-4092,S,10,575.03,54.93,0,0.0,32,0.4,Rain,27.0,0,0,0,568.39,706.79,576.57
2026-02-23T00:35:00+07:00,35,SUR-4092,W,5,272.83,55.33,0,0.0,20,0.08,Rain,27.0,0,0,0,246.5,275.27,305.88
2026-02-23T00:36:00+07:00,36,SUR-4092,N,8,499.3,53.42,0,0.0,30,2.21,Rain,26.7,0,0,0,393.69,575.89,612.17
2026-02-23T00:36:00+07:00,36,SUR-4092,E,4,255.51,55.12,0,0.0,20,0.0,Rain,26.7,0,0,0,218.47,238.98,270.32
2026-02-23T00:36:00+07:00,36,SUR-4092,S,8,501.79,58.69,0,0.0,30,0.0,Rain,26.7,0,0,0,425.41,656.25,624.46
2026-02-23T00:36:00+07:00,36,SUR-4092,W,4,263.46,56.73,0,0.0,20,0.26,Rain,26.7,0,0,0,186.27,347.51,318.7
2026-02-23T00:37:00+07:00,37,SUR-4092,N,9,535.82,52.02,0,0.0,33,2.59,Rain,26.9,0,0,0,585.07,642.65,571.13
2026-02-23T00:37:00+07:00,37,SUR-4092,E,4,247.17,56.2,0,0.0,20,0.0,Rain,26.9,0,0,0,299.94,292.64,281.82
2026-02-23T00:37:00+07:00,37,SUR-4092,S,7,408.36,55.45,0,0.0,25,1.3,Rain,26.9,0,0,0,513.15,710.75,525.92
2026-02-23T00:37:00+07:00,37,SUR-4092,W,4,268.9,57.87,0,0.0,20,0.0,Rain,26.9,0,0,0,300.74,276.99,234.34
2026-02-23T00:38:00+07:00,38,SUR-4092,N,9,513.63,54.48,0,0.0,30,0.87,Rain,26.7,0,0,0,462.29,584.5,495.1
2026-02-23T00:38:00+07:00,38,SUR-4092,E,4,226.03,54.37,0,0.0,20,2.6,Rain,26.7,0,0,0,247.6,289.93,293.2
2026-02-23T00:38:00+07:00,38,SUR-4092,S,8,496.67,54.72,0,0.0,29,1.77,Rain,26.7,0,0,0,567.34,529.01,580.69
2026-02-23T00:38:00+07:00,38,SUR-4092,W,5,299.08,50.53,0,0.0,20,0.66,Rain,26.7,0,0,0,312.14,317.36,305.0
2026-02-23T00:39:00+07:00,39,SUR-4092,N,10,625.73,56.49,0,0.0,33,0.1,Rain,26.5,0,0,0,509.3,561.54,482.28
2026-02-23T00:39:00+07:00,39,SUR-4092,E,5,272.35,58.61,0,0.0,20,0.0,Rain,26.5,0,0,0,201.88,307.16,339.35
2026-02-23T00:39:00+07:00,39,SUR-4092,S,9,568.85,53.57,0,0.0,30,1.48,Rain,26.5,0,0,0,575.08,544.0,507.15
2026-02-23T00:39:00+07:00,39,SUR-4092,W,4,249.51,55.33,0,0.0,20,0.0,Rain,26.5,0,0,0,239.94,294.82,249.45
2026-02-23T00:40:00+07:00,40,SUR-4092,N,9,566.02,54.65,0,0.0,30,2.73,Rain,26.5,0,0,0,505.69,672.22,654.5
2026-02-23T00:40:00+07:00,40,SUR-4092,E,4,252.8,50.56,0,0.0,20,1.1,Rain,26.5,0,0,0,268.92,217.42,257.6
2026-02-23T00:40:00+07:00,40,SUR-4092,S,10,590.17,55.59,0,0.0,31,0.0,Rain,26.5,0,0,0,539.91,445.88,474.97
2026-02-23T00:40:00+07:00,40,SUR-4092,W,5,282.03,53.54,0,0.0,20,0.0,Rain,26.5,0,0,0,299.72,322.08,317.44
2026-02-23T00:41:00+07:00,41,SUR-4092,N,7,444.67,54.07,0,0.0,25,0.0,Rain,26.5,0,0,0,586.65,729.37,566.62
2026-02-23T00:41:00+07:00,41,SUR-4092,E,4,242.63,55.9,0,0.0,20,0.0,Rain,26.5,0,0,0,270.62,323.08,325.07
2026-02-23T00:41:00+07:00,41,SUR-4092,S,10,611.28,52.94,0,0.0,35,0.05,Rain,26.5,0,0,0,509.3,599.97,499.41
2026-02-23T00:41:00+07:00,41,SUR-4092,W,5,278.51,53.79,0,0.0,20,0.0,Rain,26.5,0,0,0,269.55,278.51,282.29
2026-02-23T00:42:00+07:00,42,SUR-4092,N,8,475.77,53.11,0,0.0,27,0.0,Rain,26.8,0,0,0,584.27,476.82,593.08
2026-02-23T00:42:00+07:00,42,SUR-4092,E,4,268.41,58.25,0,0.0,20,0.46,Rain,26.8,0,0,0,232.47,270.67,293.62
2026-02-23T00:42:00+07:00,42,SUR-4092,S,10,589.18,56.52,0,0.0,33,0.11,Rain,26.8,0,0,0,538.12,506.33,644.59
2026-02-23T00:42:00+07:00,42,SUR-4092,W,5,277.62,54.29,0,0.0,20,0.62,Rain,26.8,0,0,0,257.92,259.94,304.03
2026-02-23T00:43:00+07:00,43,SUR-4092,N,10,617.79,53.43,0,0.0,35,0.0,Rain,26.7,0,0,0,448.06,570.28,603.05
2026-02-23T00:43:00+07:00,43,SUR-4092,E,3,194.66,57.65,0,0.0,20,2.21,Rain,26.7,0,0,0,244.48,206.48,312.19
2026-02-23T00:43:00+07:00,43,SUR-4092,S,8,480.74,58.19,0,0.0,28,0.55,Rain,26.7,0,0,0,499.23,517.69,612.0
2026-02-23T00:43:00+07:00,43,SUR-4092,W,5,277.07,56.46,0,0.0,20,1.27,Rain,26.7,0,0,0,318.86,337.5,277.85
2026-02-23T00:44:00+07:00,44,SUR-4092,N,8,481.99,54.56,0,0.0,27,0.35,Rain,27.2,0,0,0,499.78,540.36,613.57
2026-02-23T00:44:00+07:00,44,SUR-4092,E,5,283.98,53.03,0,0.0,20,0.41,Rain,27.2,0,0,0,264.47,308.25,316.27
2026-02-23T00:44:00+07:00,44,SUR-4092,S,10,583.78,53.12,0,0.0,33,0.0,Rain,27.2,0,0,0,555.89,627.9,579.04
2026-02-23T00:44:00+07:00,44,SUR-4092,W,4,265.95,53.52,0,0.0,20,0.0,Rain,27.2,0,0,0,248.19,358.78,180.33
